
trip_id,user_id,age,visited_city,preferred_budget,preferred_avg_temp,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,rating
2914,521,37,Yangshuo,2,15.9,4,3,3,3,1,2,3,2,1,3.6
2915,521,37,Iguazu Falls,2,15.9,4,3,3,3,1,2,3,2,1,3.6
2916,522,33,Port Vila,2,25.4,4,3,3,4,4,2,1,5,2,3.0
2917,522,33,Bologna,2,25.4,4,3,3,4,4,2,1,5,2,3.2
2918,523,18,Kangaroo Island,3,24.4,4,2,3,3,4,3,0,5,1,3.3
2919,523,18,Funchal,3,24.4,4,2,3,3,4,3,0,5,1,3.5
2920,523,18,Búzios,3,24.4,4,2,3,3,4,3,0,5,1,3.7
2921,523,18,Sapporo,3,24.4,4,2,3,3,4,3,0,5,1,4.1
2922,523,18,Giza,3,24.4,4,2,3,3,4,3,0,5,1,3.5
2923,524,48,Kyiv,2,18.8,3,4,2,2,2,2,1,3,2,4.4
2924,524,48,São Tomé,2,18.8,3,4,2,2,2,2,1,3,2,4.3
2925,524,48,Viña del Mar,2,18.8,3,4,2,2,2,2,1,3,2,4.7
2926,524,48,Bagan,2,18.8,3,4,2,2,2,2,1,3,2,4.8
2927,524,48,Rennes,2,18.8,3,4,2,2,2,2,1,3,2,4.0
2928,524,48,Cartagena,2,18.8,3,4,2,2,2,2,1,3,2,3.9
2929,524,48,Chiang Rai,2,18.8,3,4,2,2,2,2,1,3,2,4.0
2930,525,40,Sal,3,6.9,3,4,3,4,2,3,3,3,3,3.6
2931,525,40,Budapest,3,6.9,3,4,3,4,2,3,3,3,3,4.3
2932,525,40,Phoenix,3,6.9,3,4,3,4,2,3,3,3,3,3.5
2933,525,40,Guadalajara,3,6.9,3,4,3,4,2,3,3,3,3,4.2
2934,525,40,Ashgabat,3,6.9,3,4,3,4,2,3,3,3,3,3.6
2935,525,40,Saaremaa Island,3,6.9,3,4,3,4,2,3,3,3,3,4.0
2936,525,40,Naples,3,6.9,3,4,3,4,2,3,3,3,3,3.5
2937,526,65,Belize City,2,27.9,5,0,4,2,1,4,3,4,3,3.7
2938,526,65,Caracas,2,27.9,5,0,4,2,1,4,3,4,3,3.0
2939,526,65,Lucca,2,27.9,5,0,4,2,1,4,3,4,3,2.9
2940,526,65,San Juan,2,27.9,5,0,4,2,1,4,3,4,3,2.9
2941,526,65,Yellowstone National Park,2,27.9,5,0,4,2,1,4,3,4,3,3.4
2942,526,65,Cuzco,2,27.9,5,0,4,2,1,4,3,4,3,3.2
2943,527,25,Puerto Vallarta,1,27.1,1,4,3,5,4,3,0,3,1,2.7
2944,527,25,Detroit,1,27.1,1,4,3,5,4,3,0,3,1,2.9
2945,528,32,Byron Bay,2,16.9,2,3,2,2,5,5,1,4,1,3.2
2946,528,32,Banff,2,16.9,2,3,2,2,5,5,1,4,1,3.2
2947,528,32,Chengdu,2,16.9,2,3,2,2,5,5,1,4,1,4.1
2948,528,32,Vilamoura,2,16.9,2,3,2,2,5,5,1,4,1,3.8
2949,528,32,Washington,2,16.9,2,3,2,2,5,5,1,4,1,3.9
2950,528,32,Christchurch,2,16.9,2,3,2,2,5,5,1,4,1,4.5
2951,528,32,St Petersburg,2,16.9,2,3,2,2,5,5,1,4,1,4.5
2952,528,32,Tashkent,2,16.9,2,3,2,2,5,5,1,4,1,4.0
2953,528,32,Fort Lauderdale,2,16.9,2,3,2,2,5,5,1,4,1,3.7
2954,529,31,Edinburgh,2,19.1,4,4,2,3,4,2,2,4,2,3.4
2955,529,31,Athens,2,19.1,4,4,2,3,4,2,2,4,2,3.6
2956,529,31,Bilbao,2,19.1,4,4,2,3,4,2,2,4,2,3.1
2957,530,31,Porto,2,22.5,3,2,2,4,2,4,1,3,1,4.9
2958,530,31,Montego Bay,2,22.5,3,2,2,4,2,4,1,3,1,4.9
2959,531,22,Bhutan,2,29.6,4,5,3,5,3,3,3,3,0,3.4
2960,531,22,Cappadocia,2,29.6,4,5,3,5,3,3,3,3,0,2.9
2961,531,22,Luang Prabang,2,29.6,4,5,3,5,3,3,3,3,0,2.8
2962,532,30,Manama,1,20.5,4,2,2,2,4,4,0,3,2,3.8
2963,532,30,Kraków,1,20.5,4,2,2,2,4,4,0,3,2,4.4
2964,532,30,Tunis,1,20.5,4,2,2,2,4,4,0,3,2,4.2
2965,533,53,Playa del Carmen,2,20.9,4,1,3,3,0,3,4,2,4,2.7
2966,533,53,Hvar,2,20.9,4,1,3,3,0,3,4,2,4,3.4
2967,533,53,Hoi An,2,20.9,4,1,3,3,0,3,4,2,4,3.4
2968,533,53,Rennes,2,20.9,4,1,3,3,0,3,4,2,4,4.1
2969,533,53,Valletta,2,20.9,4,1,3,3,0,3,4,2,4,3.4
2970,533,53,Phnom Penh,2,20.9,4,1,3,3,0,3,4,2,4,3.4
2971,533,53,Launceston,2,20.9,4,1,3,3,0,3,4,2,4,3.4
2972,534,20,Linz,2,23.0,2,3,1,4,3,2,0,5,0,3.5
2973,534,20,Tbilisi,2,23.0,2,3,1,4,3,2,0,5,0,3.6
2974,534,20,Florianópolis,2,23.0,2,3,1,4,3,2,0,5,0,3.6
2975,534,20,Braga,2,23.0,2,3,1,4,3,2,0,5,0,4.5
2976,534,20,Yangshuo,2,23.0,2,3,1,4,3,2,0,5,0,3.9
2977,534,20,Playa del Carmen,2,23.0,2,3,1,4,3,2,0,5,0,3.4
2978,535,44,Charleston,2,5.3,2,2,3,2,2,4,2,3,1,4.5
2979,535,44,Montego Bay,2,5.3,2,2,3,2,2,4,2,3,1,4.3
2980,536,39,Crete,3,31.8,4,1,4,3,1,2,2,2,3,3.6
2981,536,39,Athens,3,31.8,4,1,4,3,1,2,2,2,3,3.7
2982,536,39,Bristol,3,31.8,4,1,4,3,1,2,2,2,3,3.7
2983,536,39,Apia,3,31.8,4,1,4,3,1,2,2,2,3,3.2
2984,536,39,Salzburg,3,31.8,4,1,4,3,1,2,2,2,3,3.3
2985,536,39,Perth,3,31.8,4,1,4,3,1,2,2,2,3,3.1
2986,536,39,Kigali,3,31.8,4,1,4,3,1,2,2,2,3,4.0
2987,536,39,Bagan,3,31.8,4,1,4,3,1,2,2,2,3,3.2
2988,537,39,Ronda,3,23.6,2,3,2,2,1,4,4,4,2,4.8
2989,537,39,Whistler,3,23.6,2,3,2,2,1,4,4,4,2,3.6
2990,537,39,Nadi,3,23.6,2,3,2,2,1,4,4,4,2,4.4
2991,537,39,Osaka,3,23.6,2,3,2,2,1,4,4,4,2,4.7
2992,537,39,Banff,3,23.6,2,3,2,2,1,4,4,4,2,3.6
2993,537,39,Santa Cruz de la Sierra,3,23.6,2,3,2,2,1,4,4,4,2,4.3
2994,537,39,Lusaka,3,23.6,2,3,2,2,1,4,4,4,2,4.5
2995,538,24,Koh Lanta,2,24.9,2,3,2,4,5,3,3,5,0,4.1
2996,538,24,Annecy,2,24.9,2,3,2,4,5,3,3,5,0,3.8
2997,539,29,Lhasa,3,24.2,1,5,1,5,2,2,0,5,0,3.6
2998,539,29,Luxembourg City,3,24.2,1,5,1,5,2,2,0,5,0,3.0
2999,539,29,Fort Lauderdale,3,24.2,1,5,1,5,2,2,0,5,0,3.3
3000,539,29,Kathmandu,3,24.2,1,5,1,5,2,2,0,5,0,3.6
3001,539,29,Launceston,3,24.2,1,5,1,5,2,2,0,5,0,3.5
3002,540,25,Zurich,1,25.8,2,5,3,3,5,4,2,5,0,3.2
3003,540,25,Sharm El Sheikh,1,25.8,2,5,3,3,5,4,2,5,0,3.6
3004,540,25,Ljubljana,1,25.8,2,5,3,3,5,4,2,5,0,3.6
3005,540,25,Fortaleza,1,25.8,2,5,3,3,5,4,2,5,0,3.2
3006,541,39,Rovaniemi,1,31.8,3,2,2,4,3,3,2,2,2,4.1
3007,541,39,Surabaya,1,31.8,3,2,2,4,3,3,2,2,2,3.9
3008,541,39,Istanbul,1,31.8,3,2,2,4,3,3,2,2,2,3.7
3009,541,39,San Jose,1,31.8,3,2,2,4,3,3,2,2,2,3.9
3010,541,39,Cozumel,1,31.8,3,2,2,4,3,3,2,2,2,4.3
3011,541,39,Vienna,1,31.8,3,2,2,4,3,3,2,2,2,4.2
3012,541,39,Bay of Islands,1,31.8,3,2,2,4,3,3,2,2,2,4.0
3013,541,39,Islamabad,1,31.8,3,2,2,4,3,3,2,2,2,4.2
3014,541,39,Las Vegas,1,31.8,3,2,2,4,3,3,2,2,2,4.2
3015,541,39,Hanoi,1,31.8,3,2,2,4,3,3,2,2,2,4.3
3016,542,26,Detroit,2,21.7,3,4,3,4,5,4,1,4,0,3.6
3017,542,26,Kandy,2,21.7,3,4,3,4,5,4,1,4,0,3.7
3018,542,26,Lomé,2,21.7,3,4,3,4,5,4,1,4,0,3.3
3019,542,26,Helsinki,2,21.7,3,4,3,4,5,4,1,4,0,3.6
3020,542,26,Glasgow,2,21.7,3,4,3,4,5,4,1,4,0,3.1
3021,543,38,Bristol,2,31.0,5,2,5,3,2,5,4,2,3,3.3
3022,543,38,Cappadocia,2,31.0,5,2,5,3,2,5,4,2,3,3.8
3023,543,38,Funafuti,2,31.0,5,2,5,3,2,5,4,2,3,3.5
3024,544,24,Istanbul,1,27.2,4,3,4,5,5,4,0,5,1,3.5
3025,544,24,Buenos Aires,1,27.2,4,3,4,5,5,4,0,5,1,3.2
3026,544,24,Gjirokastër,1,27.2,4,3,4,5,5,4,0,5,1,3.1
3027,544,24,Rome,1,27.2,4,3,4,5,5,4,0,5,1,3.4
3028,544,24,Thimphu,1,27.2,4,3,4,5,5,4,0,5,1,2.5
3029,545,23,Lagos,1,23.2,3,4,2,5,4,4,2,4,1,3.3
3030,545,23,Reykjavik,1,23.2,3,4,2,5,4,4,2,4,1,2.7
3031,545,23,Cayenne,1,23.2,3,4,2,5,4,4,2,4,1,3.4
3032,545,23,Ladakh,1,23.2,3,4,2,5,4,4,2,4,1,3.7
3033,545,23,Saaremaa Island,1,23.2,3,4,2,5,4,4,2,4,1,3.1
3034,545,23,Ashgabat,1,23.2,3,4,2,5,4,4,2,4,1,3.4
3035,546,33,Phoenix,2,24.3,3,3,3,3,2,3,2,5,1,4.7
3036,546,33,Nuuk,2,24.3,3,3,3,3,2,3,2,5,1,4.4
3037,546,33,Split,2,24.3,3,3,3,3,2,3,2,5,1,3.9
3038,546,33,Cleveland,2,24.3,3,3,3,3,2,3,2,5,1,4.0
3039,546,33,Rapa Nui,2,24.3,3,3,3,3,2,3,2,5,1,3.9
3040,546,33,Buenos Aires,2,24.3,3,3,3,3,2,3,2,5,1,3.8
3041,546,33,London,2,24.3,3,3,3,3,2,3,2,5,1,4.4
3042,546,33,Tuscany,2,24.3,3,3,3,3,2,3,2,5,1,4.3
3043,547,64,Antigua,2,29.4,4,3,3,1,0,3,3,3,2,3.3
3044,547,64,San Salvador,2,29.4,4,3,3,1,0,3,3,3,2,3.6
3045,547,64,Guadalajara,2,29.4,4,3,3,1,0,3,3,3,2,4.1
3046,547,64,Mexico City,2,29.4,4,3,3,1,0,3,3,3,2,4.1
3047,547,64,Bariloche,2,29.4,4,3,3,1,0,3,3,3,2,3.6
3048,547,64,Salalah,2,29.4,4,3,3,1,0,3,3,3,2,4.1
3049,547,64,Machu Picchu,2,29.4,4,3,3,1,0,3,3,3,2,3.3
3050,547,64,Moroni,2,29.4,4,3,3,1,0,3,3,3,2,3.2
3051,548,25,Ulaanbaatar,1,22.5,2,2,2,4,3,2,3,4,1,4.5
3052,548,25,Quebec City,1,22.5,2,2,2,4,3,2,3,4,1,4.1
3053,548,25,Brazzaville,1,22.5,2,2,2,4,3,2,3,4,1,4.1
3054,548,25,Pretoria,1,22.5,2,2,2,4,3,2,3,4,1,4.0
3055,548,25,Zakynthos,1,22.5,2,2,2,4,3,2,3,4,1,4.5
3056,548,25,Nadi,1,22.5,2,2,2,4,3,2,3,4,1,4.3
3057,548,25,Nicosia,1,22.5,2,2,2,4,3,2,3,4,1,4.1
3058,548,25,Sidi Bou Said,1,22.5,2,2,2,4,3,2,3,4,1,4.2
3059,548,25,Dublin,1,22.5,2,2,2,4,3,2,3,4,1,4.6
3060,549,57,Svalbard,2,19.8,4,0,3,3,1,3,3,3,5,3.6
3061,549,57,Palau,2,19.8,4,0,3,3,1,3,3,3,5,3.5
3062,550,23,Kuala Lumpur,2,21.2,1,5,2,5,4,5,0,5,2,3.0
3063,550,23,Kampala,2,21.2,1,5,2,5,4,5,0,5,2,2.9
3064,551,54,Asunción,3,20.6,4,2,4,3,2,3,3,1,2,3.7
3065,551,54,Antigua,3,20.6,4,2,4,3,2,3,3,1,2,3.9
3066,551,54,Lautoka,3,20.6,4,2,4,3,2,3,3,1,2,4.2
3067,551,54,Maseru,3,20.6,4,2,4,3,2,3,3,1,2,4.2
3068,551,54,Manuel Antonio National Park,3,20.6,4,2,4,3,2,3,3,1,2,4.2
3069,551,54,Fraser Island,3,20.6,4,2,4,3,2,3,3,1,2,4.2
3070,551,54,Vienna,3,20.6,4,2,4,3,2,3,3,1,2,4.4
3071,551,54,Austin,3,20.6,4,2,4,3,2,3,3,1,2,4.1
3072,552,54,Rijeka,1,15.5,4,0,5,2,0,4,3,2,4,3.3
3073,552,54,Austin,1,15.5,4,0,5,2,0,4,3,2,4,3.6
3074,552,54,Belgrade,1,15.5,4,0,5,2,0,4,3,2,4,3.2
3075,552,54,Dubrovnik,1,15.5,4,0,5,2,0,4,3,2,4,2.8
3076,552,54,Madang,1,15.5,4,0,5,2,0,4,3,2,4,2.8
3077,553,24,Hiroshima,1,26.8,2,3,3,2,5,3,0,4,0,3.9
3078,553,24,Odessa,1,26.8,2,3,3,2,5,3,0,4,0,3.9
3079,553,24,Providenciales,1,26.8,2,3,3,2,5,3,0,4,0,4.3
3080,553,24,Istanbul,1,26.8,2,3,3,2,5,3,0,4,0,3.3
3081,553,24,Davao,1,26.8,2,3,3,2,5,3,0,4,0,3.8
3082,553,24,Maastricht,1,26.8,2,3,3,2,5,3,0,4,0,3.5
3083,553,24,Sofia,1,26.8,2,3,3,2,5,3,0,4,0,3.8
3084,553,24,Livingstone,1,26.8,2,3,3,2,5,3,0,4,0,3.9
3085,554,26,Zurich,2,24.0,1,4,2,4,5,5,0,4,2,3.5
3086,554,26,San Antonio,2,24.0,1,4,2,4,5,5,0,4,2,2.9
3087,554,26,Florianópolis,2,24.0,1,4,2,4,5,5,0,4,2,3.1
3088,554,26,Nukuʻalofa,2,24.0,1,4,2,4,5,5,0,4,2,3.0
3089,554,26,Santa Marta,2,24.0,1,4,2,4,5,5,0,4,2,3.2
3090,554,26,Savusavu,2,24.0,1,4,2,4,5,5,0,4,2,3.2
3091,555,31,Salta,2,16.4,4,3,2,3,2,4,0,5,1,4.6
3092,555,31,Sidi Bou Said,2,16.4,4,3,2,3,2,4,0,5,1,4.6
3093,555,31,Cleveland,2,16.4,4,3,2,3,2,4,0,5,1,3.8
3094,556,23,Almaty,2,24.8,2,2,3,2,3,3,2,4,0,4.3
3095,556,23,Kyoto,2,24.8,2,2,3,2,3,3,2,4,0,4.2
3096,556,23,Banjul,2,24.8,2,2,3,2,3,3,2,4,0,5.0
3097,556,23,Wellington,2,24.8,2,2,3,2,3,3,2,4,0,4.7
3098,556,23,San Marino,2,24.8,2,2,3,2,3,3,2,4,0,4.4
3099,556,23,Queenstown,2,24.8,2,2,3,2,3,3,2,4,0,3.5
3100,557,31,Amsterdam,1,30.0,4,4,2,3,4,4,1,4,1,3.6
3101,557,31,Amritsar,1,30.0,4,4,2,3,4,4,1,4,1,4.1
3102,557,31,Arica,1,30.0,4,4,2,3,4,4,1,4,1,3.9
3103,558,26,Bridgetown,2,30.2,2,3,1,4,3,3,0,4,1,4.0
3104,558,26,Lusaka,2,30.2,2,3,1,4,3,3,0,4,1,3.8
3105,558,26,San Carlos de Bariloche,2,30.2,2,3,1,4,3,3,0,4,1,3.9
3106,558,26,Bern,2,30.2,2,3,1,4,3,3,0,4,1,4.1
3107,558,26,Plovdiv,2,30.2,2,3,1,4,3,3,0,4,1,3.8
3108,558,26,Harare,2,30.2,2,3,1,4,3,3,0,4,1,4.2
3109,558,26,Curitiba,2,30.2,2,3,1,4,3,3,0,4,1,4.1
3110,558,26,Podgorica,2,30.2,2,3,1,4,3,3,0,4,1,3.9
3111,559,26,Charlottetown,1,22.6,2,2,1,5,5,3,1,4,2,3.3
3112,559,26,Charlottetown,1,22.6,2,2,1,5,5,3,1,4,2,3.6
3113,559,26,Malabo,1,22.6,2,2,1,5,5,3,1,4,2,3.5
3114,559,26,San Cristóbal de las Casas,1,22.6,2,2,1,5,5,3,1,4,2,3.9
3115,559,26,Rotorua,1,22.6,2,2,1,5,5,3,1,4,2,3.7
3116,560,19,Honolulu,2,35,1,3,2,4,5,4,1,3,0,4.1
3117,560,19,Portland,2,35,1,3,2,4,5,4,1,3,0,3.9
3118,560,19,Bujumbura,2,35,1,3,2,4,5,4,1,3,0,3.8
3119,560,19,Cancun,2,35,1,3,2,4,5,4,1,3,0,3.5
3120,560,19,Boston,2,35,1,3,2,4,5,4,1,3,0,4.1
3121,561,44,Sidi Bou Said,1,20.0,3,1,3,3,2,5,3,3,3,3.8
3122,561,44,Detroit,1,20.0,3,1,3,3,2,5,3,3,3,4.0
3123,561,44,Vladivostok,1,20.0,3,1,3,3,2,5,3,3,3,4.5
3124,561,44,Vienna,1,20.0,3,1,3,3,2,5,3,3,3,3.7
3125,561,44,Hualien,1,20.0,3,1,3,3,2,5,3,3,3,3.7
3126,561,44,Palawan,1,20.0,3,1,3,3,2,5,3,3,3,4.3
3127,561,44,Charlottetown,1,20.0,3,1,3,3,2,5,3,3,3,4.3
3128,562,47,Richmond,2,33.0,5,2,2,4,3,4,1,4,2,3.8
3129,562,47,Tucson,2,33.0,5,2,2,4,3,4,1,4,2,4.3
3130,563,39,Bilbao,2,19.0,2,3,3,2,1,3,1,2,3,4.8
3131,563,39,Castries,2,19.0,2,3,3,2,1,3,1,2,3,4.1
3132,563,39,Los Angeles,2,19.0,2,3,3,2,1,3,1,2,3,4.0
3133,563,39,Sofia,2,19.0,2,3,3,2,1,3,1,2,3,4.8
3134,563,39,Las Vegas,2,19.0,2,3,3,2,1,3,1,2,3,3.5
3135,563,39,Espiritu Santo,2,19.0,2,3,3,2,1,3,1,2,3,4.7
3136,563,39,Providenciales,2,19.0,2,3,3,2,1,3,1,2,3,4.5
3137,564,40,York,2,20.8,3,2,2,4,3,3,3,3,3,4.3
3138,564,40,Anchorage,2,20.8,3,2,2,4,3,3,3,3,3,4.4
3139,564,40,Zagreb,2,20.8,3,2,2,4,3,3,3,3,3,4.2
3140,565,28,Malaga,2,24.9,1,4,2,3,4,3,3,3,2,3.5
3141,565,28,Santo Domingo,2,24.9,1,4,2,3,4,3,3,3,2,4.2
3142,565,28,Valparaíso,2,24.9,1,4,2,3,4,3,3,3,2,3.5
3143,565,28,Zurich,2,24.9,1,4,2,3,4,3,3,3,2,3.7
3144,565,28,Kraków,2,24.9,1,4,2,3,4,3,3,3,2,3.6
3145,565,28,Tbilisi,2,24.9,1,4,2,3,4,3,3,3,2,3.3
3146,565,28,Washington DC,2,24.9,1,4,2,3,4,3,3,3,2,3.6
3147,566,24,Doha,1,27.4,1,2,2,5,5,4,0,5,2,3.6
3148,566,24,Acapulco,1,27.4,1,2,2,5,5,4,0,5,2,3.4
3149,566,24,Siem Reap,1,27.4,1,2,2,5,5,4,0,5,2,4.0
3150,566,24,Jodhpur,1,27.4,1,2,2,5,5,4,0,5,2,3.7
3151,566,24,Sedona,1,27.4,1,2,2,5,5,4,0,5,2,3.2
3152,567,22,Macau,2,28.5,1,2,3,3,5,3,0,5,1,4.0
3153,567,22,Algarve,2,28.5,1,2,3,3,5,3,0,5,1,3.8
3154,567,22,La Palma,2,28.5,1,2,3,3,5,3,0,5,1,4.0
3155,568,36,Dubrovnik,2,15.6,3,4,4,3,1,4,3,3,2,3.7
3156,568,36,Denver,2,15.6,3,4,4,3,1,4,3,3,2,4.0
3157,568,36,Nagasaki,2,15.6,3,4,4,3,1,4,3,3,2,3.8
3158,568,36,Tehran,2,15.6,3,4,4,3,1,4,3,3,2,3.5
3159,568,36,Rostock,2,15.6,3,4,4,3,1,4,3,3,2,4.1
3160,568,36,Santa Cruz de la Sierra,2,15.6,3,4,4,3,1,4,3,3,2,3.4
3161,568,36,Nuwara Eliya,2,15.6,3,4,4,3,1,4,3,3,2,3.6
3162,568,36,Giza,2,15.6,3,4,4,3,1,4,3,3,2,4.0
3163,568,36,Mbabane,2,15.6,3,4,4,3,1,4,3,3,2,3.7
3164,568,36,Zermatt,2,15.6,3,4,4,3,1,4,3,3,2,3.1
3165,569,27,Turin,2,22.9,1,3,3,2,2,5,1,4,1,4.4
3166,569,27,Bhutan,2,22.9,1,3,3,2,2,5,1,4,1,4.3
3167,569,27,Madrid,2,22.9,1,3,3,2,2,5,1,4,1,3.3
3168,569,27,Bilbao,2,22.9,1,3,3,2,2,5,1,4,1,4.1
3169,569,27,Carcassone,2,22.9,1,3,3,2,2,5,1,4,1,4.3
3170,569,27,Birmingham,2,22.9,1,3,3,2,2,5,1,4,1,4.6
3171,569,27,Davao,2,22.9,1,3,3,2,2,5,1,4,1,4.5
3172,570,57,Vancouver Island,1,26.4,4,0,4,4,1,2,3,3,3,3.6
3173,570,57,Tashkent,1,26.4,4,0,4,4,1,2,3,3,3,3.3
3174,570,57,Davao,1,26.4,4,0,4,4,1,2,3,3,3,3.4
3175,570,57,Zurich,1,26.4,4,0,4,4,1,2,3,3,3,3.0
3176,570,57,Bagan,1,26.4,4,0,4,4,1,2,3,3,3,2.7
3177,570,57,Isle of Skye,1,26.4,4,0,4,4,1,2,3,3,3,2.8
3178,571,18,Verona,1,15.9,1,4,3,5,5,2,2,3,0,3.1
3179,571,18,Florianópolis,1,15.9,1,4,3,5,5,2,2,3,0,3.2
3180,571,18,Lugano,1,15.9,1,4,3,5,5,2,2,3,0,3.1
3181,571,18,Reykjavik,1,15.9,1,4,3,5,5,2,2,3,0,2.7
3182,571,18,Bishkek,1,15.9,1,4,3,5,5,2,2,3,0,2.7
3183,571,18,Podgorica,1,15.9,1,4,3,5,5,2,2,3,0,2.6
3184,571,18,Cornwall,1,15.9,1,4,3,5,5,2,2,3,0,3.4
3185,572,31,Sapporo,2,21.0,2,2,4,4,3,5,1,3,1,4.2
3186,572,31,Acapulco,2,21.0,2,2,4,4,3,5,1,3,1,4.1
3187,572,31,Ajaccio,2,21.0,2,2,4,4,3,5,1,3,1,3.6
3188,572,31,Brisbane,2,21.0,2,2,4,4,3,5,1,3,1,4.3
3189,572,31,Marseille,2,21.0,2,2,4,4,3,5,1,3,1,4.3
3190,572,31,Bay of Islands,2,21.0,2,2,4,4,3,5,1,3,1,3.8
3191,573,48,Yamoussoukro,3,19.2,2,3,4,2,2,3,2,3,3,4.4
3192,573,48,Monterrey,3,19.2,2,3,4,2,2,3,2,3,3,4.9
3193,573,48,Roseau,3,19.2,2,3,4,2,2,3,2,3,3,4.1
3194,573,48,Venice,3,19.2,2,3,4,2,2,3,2,3,3,4.1
3195,573,48,Sicily,3,19.2,2,3,4,2,2,3,2,3,3,4.4
3196,573,48,Kangaroo Island,3,19.2,2,3,4,2,2,3,2,3,3,4.7
3197,573,48,Innsbruck,3,19.2,2,3,4,2,2,3,2,3,3,4.6
3198,573,48,Cotonou,3,19.2,2,3,4,2,2,3,2,3,3,4.2
3199,573,48,Gothenburg,3,19.2,2,3,4,2,2,3,2,3,3,4.1
3200,573,48,Taormina,3,19.2,2,3,4,2,2,3,2,3,3,4.1
3201,574,65,Guimarães,2,21.3,3,2,4,1,0,3,5,3,5,3.9
3202,574,65,Castries,2,21.3,3,2,4,1,0,3,5,3,5,3.9
3203,574,65,Goa,2,21.3,3,2,4,1,0,3,5,3,5,3.5
3204,574,65,Madrid,2,21.3,3,2,4,1,0,3,5,3,5,3.7
3205,574,65,Charleston,2,21.3,3,2,4,1,0,3,5,3,5,4.1
3206,574,65,Córdoba,2,21.3,3,2,4,1,0,3,5,3,5,3.3
3207,574,65,Colmar,2,21.3,3,2,4,1,0,3,5,3,5,3.7
3208,574,65,Jaipur,2,21.3,3,2,4,1,0,3,5,3,5,3.9
3209,575,35,Marrakesh,2,28.0,2,4,2,4,1,4,1,2,2,3.8
3210,575,35,Bilbao,2,28.0,2,4,2,4,1,4,1,2,2,3.6
3211,575,35,Prague,2,28.0,2,4,2,4,1,4,1,2,2,3.5
3212,575,35,Port Louis,2,28.0,2,4,2,4,1,4,1,2,2,4.0
3213,575,35,Kigali,2,28.0,2,4,2,4,1,4,1,2,2,3.7
3214,575,35,Blantyre,2,28.0,2,4,2,4,1,4,1,2,2,4.1
3215,575,35,Philadelphia,2,28.0,2,4,2,4,1,4,1,2,2,3.8
3216,576,23,Bogotá,1,30.1,3,3,2,5,3,2,1,3,2,3.6
3217,576,23,Yasawa Islands,1,30.1,3,3,2,5,3,2,1,3,2,3.6
3218,576,23,Beijing,1,30.1,3,3,2,5,3,2,1,3,2,3.6
3219,576,23,Cologne,1,30.1,3,3,2,5,3,2,1,3,2,3.7
3220,576,23,Sapporo,1,30.1,3,3,2,5,3,2,1,3,2,4.2
3221,576,23,Quito,1,30.1,3,3,2,5,3,2,1,3,2,3.4
3222,576,23,Bern,1,30.1,3,3,2,5,3,2,1,3,2,3.7
3223,576,23,Varanasi,1,30.1,3,3,2,5,3,2,1,3,2,4.0
3224,576,23,Izmir,1,30.1,3,3,2,5,3,2,1,3,2,4.0
3225,577,22,Ladakh,2,18.1,2,2,1,3,3,5,0,4,0,4.4
3226,577,22,New Orleans,2,18.1,2,2,1,3,3,5,0,4,0,3.8
3227,577,22,Nuuk,2,18.1,2,2,1,3,3,5,0,4,0,4.2
3228,577,22,Ha Long,2,18.1,2,2,1,3,3,5,0,4,0,4.1
3229,577,22,Sarajevo,2,18.1,2,2,1,3,3,5,0,4,0,4.1
3230,577,22,Suzhou,2,18.1,2,2,1,3,3,5,0,4,0,4.6
3231,577,22,Phnom Penh,2,18.1,2,2,1,3,3,5,0,4,0,4.4
3232,577,22,Guilin,2,18.1,2,2,1,3,3,5,0,4,0,4.5
3233,578,23,Thessaloniki,1,23.4,1,2,1,2,4,2,2,3,2,4.4
3234,578,23,Antigua,1,23.4,1,2,1,2,4,2,2,3,2,4.1
3235,579,45,Milan,3,16.2,4,2,3,3,3,4,3,3,2,4.4
3236,579,45,Minneapolis,3,16.2,4,2,3,3,3,4,3,3,2,4.3
3237,580,29,Osaka,1,24.8,1,5,2,4,3,5,0,4,0,3.3
3238,580,29,Charlotte,1,24.8,1,5,2,4,3,5,0,4,0,3.5
3239,581,36,New York City,2,21.6,3,2,4,2,1,5,3,2,1,3.9
3240,581,36,York,2,21.6,3,2,4,2,1,5,3,2,1,4.3
3241,582,39,Bergen,2,15.2,3,3,4,3,2,4,1,3,2,4.0
3242,582,39,Harare,2,15.2,3,3,4,3,2,4,1,3,2,3.7
3243,582,39,Moroni,2,15.2,3,3,4,3,2,4,1,3,2,3.9
3244,582,39,Cape Town,2,15.2,3,3,4,3,2,4,1,3,2,4.4
3245,582,39,Charlottetown,2,15.2,3,3,4,3,2,4,1,3,2,4.4
3246,582,39,Kuching,2,15.2,3,3,4,3,2,4,1,3,2,4.3
3247,582,39,Tartu,2,15.2,3,3,4,3,2,4,1,3,2,3.7
3248,583,26,Libreville,1,31.9,2,3,3,4,5,3,1,5,0,4.0
3249,583,26,Banjul,1,31.9,2,3,3,4,5,3,1,5,0,3.4
3250,583,26,Banff,1,31.9,2,3,3,4,5,3,1,5,0,3.1
3251,584,43,Colmar,3,22.9,2,2,2,3,3,2,3,3,2,4.9
3252,584,43,New York,3,22.9,2,2,2,3,3,2,3,3,2,4.1
